query,category
"Khadi pure gramodyogherbal aloevera body wash sls paraben free transforms into a liquid and creamy foam. Its mild cleansing base, enriched with aloevera. Its mild cleansing base, enriched with aloe vera, known for their hydrating and nourishing properties, gently cleanses skin without drying. Deliciously scented, skin is soft and moisturized.",Bath & Shower
"Comfort fittings, heat sealing, avoids escape of hair, dandruff and micro organisms during process, water resistant, economic.",Bath & Shower
Ed Hardy by Christian Audigier for Men. Set-Eau De Toilette Spray 3.4-Ounces & Shower Gel 3-Ounces,Bath & Shower
"The pure goodness of milk for your skin. Bathe in a rich, creamy lather that is formulated to rehydrate, moisturize and cleanse your skin, while leaving it lightly scented. Skinmilk shower gel is enriched with real milk protein and vitamin a, d and e. This fragrant bath potion will revitalize your skin and leave you feeling fresh. •enriched with real milk protein and vitamin a, d and e•long-lasting foam with botanical extracts of white lily and comfrey•cleanses and rejuvenates your skin giving it a soft feel and radiant glowadd two generous squeezes of skinmilk shower gel to your sponge and enjoy the delightfully moisturizing bathing experience. Just for you: for normal to oily skin types. A closer look: enriched with real milk protein and vitamin a, d and e, this body wash has long-lasting foam with botanical extracts of white lily and comfrey. You won't find: harsh, skin unfriendly chemicals. Get started: pour a generous bit on to you moist sponge or washcloth and lather all over body. Follow up your bath with skinmilk body lotion or body cream for best results",Bath & Shower
"Nubian African Black Soap Body Wash (Pack of 2) With Aloe Vera and Vitamin E, 13 fl. oz. Each",Bath & Shower
"A delicate foam scented with the gentle, elegant fragrance of Freesia Hydrates and softens the skin, while providing a thorough cleansing The skin is left feeling supple and smooth The utmost care is taken in combining the best of science and nature to bring to you the ultimate in skin care For all skin typesDetails provided by Perlier",Bath & Shower
"Camay Soap 9-Pack Classic Scented Moisturizing Bar Soap, 4.0 oz. each",Bath & Shower
"Eo Essential Oil Products Liquid Hand Soap French Lavender Description: Naturally Gentle Aloe Vera Lavender Essential Oil Chamomile White Tea Calendula Long Held As A Symbol Of Purity, The Lotus Flower Is An Inspiring Gift Of Nature. Found In Murkey Waters, The Lotus Produces Blossoms That Are Radiant And Pure. Free Of Sls And Paraben Disclaimer These Statements Have Not Been Evaluated By The Fda. These Products Are Not Intended To Diagnose, Treat, Cure, Or Prevent Any Disease",Bath & Shower
Specifications Listing Date 2014-10 Type Bath Soaps Component Sweet Orange Efficacy on Skin Moisturizing Quantity 1 Dimension 8*6*1.5 Net Weight 0.09,Bath & Shower
"Oregano essential oil (Origanum vulgare) comes from the popular oregano plant, which is a member of the mint family and is native to areas of western Asia and the Mediterranean. While the oil has an intriguing aromatic profile, Oregano oil benefits also include creating a relaxing experience through a warming massage and topical application. Benefits:- oregano oil protects you against bacterial infections . Oregano essential oil can work wonders for all sorts of fungal infections, especially nail fungus and a contagious condition called tinea pedis, better known as Athlete's foot. Oregano essential oil, being a power anti-inflammatory, can penetrate the skin and go deep into the joints to help relieve pain and inflammation and help increase mobility. Oregano oil essential oil promotes digestion by increasing the secretion of digestive juices. It also increases the nutrient digestibility and enzymes which aid in absorbing food. Oregano oil can help relieve the pain caused by an ear infection as it is a natural anti-inflammatory and has anesthetic properties and is one of the most effective essential oils to use for ear infections. Dandruff is caused by yeast infection or fungus in the scalp, Olive oil can help fight yeast and fungal infections, including dandruff.",Bath & Shower
"When it comes to reducing scars, patchouli essential oil does a wonderful job. It has excellent tissue regenerating properties and it helps with cell repair. Clear cellulite using patchouli essential oil! It has diuretic properties that help reduce water retention and break up cellulite! Make this coffee sugar scrub and add 5 drops of patchouli essential oil to it. Patchouli oil has anti-fungal properties that make it excellent in treating fungal skin infections. It can also be used on the scalp to fight off scalp fungal infections including dandruff. Patchouli is here to help! Aside from lavender, sandalwood and jasmine, patchouli is another essential oil that has moisturizing qualities. Add a few drops of it to your usual body cream and apply it all over your body for a luxurious hydrating skin treat. You can also try this scrub with patchouli in it. You can use it to make a perfume to increase attraction and desire. Increase hair growth and thickness using patchouli essential oil! It wards off germs and irritants thereby keeping the scalp healthy to foster growth of healthy hairs. Mix patchouli with rosemary, lavender and cedar wood essential oils to make a hair growth massage oil. Combine 1/4 cup of jojoba oil with 3 drops each of rosemary, patchouli, lavender and cedar wood essential oils. Massage about 1 tbsp of this blend onto your scalp for 2 minutes. Let it sit on your hair for 2 hours then wash your hair as usual. Shampoo twice if necessary, to remove excess oils. As an anti-fungal agent, patchouli oil also fights dandruff! Prepare an anti-dandruff treatment by combining 2 drops of patchouli oil & 2 drops tea tree oil in 1 tbsp coconut oil. Massage the cream all over your scalp then cover your hair with a shower cap. Wash your hair with an anti-dandruff shampoo after 1-2 hours. Patchouli essential oil has a unique beauty benefit that not many oils possess.",Bath & Shower
"Juka's red palm oil, hydrating & anti-aging, lavender blend soap, will keep your skin, hydrated, firm, wrinkle-free, moist, pearly smooth and youthful. Continual use over time will result in softer & healthier skin. Red palm oil's high level of vitamin e and carotenoids will help keep your skin wrinkle free and flawless! try this soap and see visible results overtime! did you know that black soap is made out of the bottom residues during the extraction of red palm oil? african women always knew red palm oil is great for the body so they extracted the oil to cook with and always used the residue to make their soaps which is now known as black soap. Juka's organic co. Wants to introduce all women to this premium oil ""red palm oil"" to be use as a daily facial or body soap to improve and maintain skin health. Directions: wet face, and hands apply this buttery soap on your face and body. Massage into your damp skin in a circular motion. If you apply it on your face, leave it on for 3-5 minutes. Rinse thoroughly",Bath & Shower
Hit a purple patch with Nike Woman Basic Purple Deo Spray. The fragrance opens with elegant sweet notes that smoothly blend with calming notes at the base. The active formula gives you continuous and effective protection against perspiration odours all day. Sweep him off his feet with your sensuality and charm.,Bath & Shower
Deve Herbes Pure Shikakai Oil 50ml (Acacia concinna) 100% Natural Therapeutic Grade,Bath & Shower
"Get Fresh Warrior Princess Creamy Body Wash is formulated without parabens, synthetic dyes, or sodium lauryl. It doubles as an in-shower moisturizer by quenching dry skin with oils that hydrate the skin long after your shower is over! You can even use it as a great shaving lather! Get Fresh is donating a portion of the Warrior Princess proceeds to help take care of the Wounded Warriors who defend our freedoms everyday. Thank you for helping these outstanding men and women",Bath & Shower
"Vedic Concepts brings you an Organic Body Wash with earthy Vetiver grass essential oil that creates a long lasting aroma. This refreshing blend cleanses and moisturizes skin providing a great hydrating wash. Key Ingredients: - Purified Water, Vetiver (khus khus) oil, Coconut Derived Soap Base, Citric acid (Citrus Fruits derived), Vegetable Glycerin. It’s a natural produce of India and completely Free from Parabens, Formaldehyde, Sulphates& Petrochemicals. Note:-The Natural ingredients may cloud or separate. This does not effect the quality or efficacy of the product. Shake well before each use.",Bath & Shower
Castelbel Sea Minerals Soap Bar,Bath & Shower
R V Essential Pure Carrot Carrier Oil 30ml- Daucus Carota (100% Pure and Natural Cold Pressed),Bath & Shower
Deve Herbes Betel Leaf Essential Oil100ml (Piper betle) with Glass Dropper 100% Natural Therapeutic Grade Steam Distilled,Bath & Shower
"Gentle formula made with plant-based cleaning ingredients that leave hands soft and refreshed. Free of triclosan, dyes, phthalates and synthetic fragrances. Clinically proven hypoallergenic. No dyes or fragrances; scent-free and natural choice for those sensitive to scents. Soap Type: Liquid; Application: Hand; Capacity (Volume): 12 oz; Scent: Free & Clean Unscented",Bath & Shower
"Awaken your skin with the irresistibly dewy scent of roses. Our cleansing Shower Gel,yogurt,hand cream, and milk is infused with the essence of hand-picked roses from Britain to make showering feel blooming beautiful.",Bath & Shower
"Scent Name:Olive Oil Fresh Goat's Milk Nature Vegetable-Based Soap Bar, Olive Oil&Wheat Proteins, 5 oz",Bath & Shower
"Moisturising, Enriched with essential oils, Revitalising. Wheat germ oil, one of the most nourishing ingredients that fight ageing, skin issues and ensure you are left with beautiful skin is here with this soap. The combination of the essential oils leave your skin feeling better and your nerve endings and senses soothed. Replenishing the natural oils your skin loses with every bath, the soap ensures your skins hydration is taken ideal care of so you are left with well moisturized skin.",Bath & Shower
"Facial Bands It's no fun leaving the salon with greasy hair and your style all messed up, you may be feeling great but your hair may have seen better days. These plain Velcro cosmetic headband keep all hairstyles clean and out of the way of tanning creams, waxes and facial treatments, so you will leave the spa looking as dazzling as you feel, making them great for the person who doesn't want to get their hair coated in treatment oils. Whether long-haired or short, curly or straight, these non-slip terry cloth headbands with Velcro will stay in place, allowing you to lie back and take it easy while you enjoy a great facial treatment. No stress. Stretchable for a comfortable fit and machine washable to reuse. These two facial bands made of microfiber will keep everything neat and tidy for many trips to the salon. This terry cloth spa headband is part of Baal stock because of its quality but also its versatility. Want to keep your hair away while putting on makeup, turn to Baal . Hate your fringe falling in your eyes while out running, turn to Baal . You'd really like to keep as much of your hair dry while in the shower, turn to Baal Look sporty without doing the exercise. Give the appearance that you really take care of yourself whilst heading to the bakery for cakes. These facial headbands will absorb all the sweat you can give it while paying for those expensive chocolate eclairs and then you can run it off at the treadmill later wearing the same hairband. Classy, sporty, and with an air of mystery. size fits all, high-end quality, well packed. Best for spa and makeup.",Bath & Shower
"Two bars of unscented organic oatmeal soap. Simply Shea Soap is a Eco friendly family business making fresh handmade soap that is beautiful and leaves your skin feeling moisturized and nourished. Ordinary soaps purchased in the supermarket contain many chemical additives that can irritate skin. At Simply Shea, we use only organic unrefined Shea butter, food grade natural oils and FDA approved cosmetic colors, fragrances and essential oils. All of our soap is handmade in small batches using the cold process method of soap making. Try a bar today, your skin will love you.",Bath & Shower
"Crysalis : Aromatic Gift For This Festive Season: Crysalis brings to you an attractive gift pack For This Festive Season Be it Christmas, Diwali Or New Year, This Gift Pack is One Of a Kind ... A Sweet Fusion Of Aroma that Revitalizes your body And Mind ... The Pack contains a combination of festive accessories a ceramic diffuser, pot pourri, Tea light and personalised gift Card And your choice of essential oil. The Sweet aroma of these natural oils fills your spaces with fresh fragrance and gives your mind and body a soothing pleasure. So bring home this festive season your sweet scent of happiness with amazing aromatic and aesthetic fusion of Fragrance with tradition",Bath & Shower
"Our hand-made Colloidal Silver Soap for body and face is made by hand from the finest ingredients available! Due to natural ingredients and being hand made, our soap has natural variations in color within the bars and from bar to bar. It is unscented and uncolored so there is nothing to irritate even the most sensitive skin. Tons of suds in bath or shower. Can be used on you, your baby, or anyone that think should have healthy skin! Also great as a shaving soap!",Bath & Shower
Greenwood Essential Pure Spike Lavender Essential Oil (Lavandula latifolia) 100% Natural Therapeutic Grade Steam Distilled 1250ml,Bath & Shower
"Infuse your morning routine with the new lemongrass bath bar. The tropical aroma will transform your shower into a lush full of morning freshness. And while your nose enjoys the rich and vibrant fragrance, your skin will love the luscious lather and botanicals that only Passion Indulge bath bar offers.",Bath & Shower
Moisture renew lipstick,Bath & Shower
"Dried & PulverisedCow dung, obtained from Indigenous cows when blended with Awla (Indian Goose berry) Powder, Citronella essentialoils & saponified coconut soap base at proper temperature, produces a Patented Aromatic foaming Cow dung bath Soap.",Bath & Shower
"Cue9 handwash comes in 3 Extract which gives you your Hand a Soft Touch. an Invigorating fresh fragrance rejuvenates and energies your senses while the gentle pH balanced soap free formula enriched with olive oil deeply cleanses, moisturizes and conditions the skin and body.",Bath & Shower
"GEMBLUE BIOCARE CHARCOLA DE TOX CLEANSER, 200ML +GEMBLUE BIOCARE CHARCOAL MASK, 200ML",Bath & Shower
"Camphor White Essential oil is a steam distillation of the bark of the conventional Cinnamomum camphora tree. Camphor White Essential Oil is one of many oils that are extracted from the Cinnamomum genus. The scent of Camphor White Essential Oil is similar to Ravintsara. In blending, Camphor White Essential Oil can add that clean note that is desirable in household blends and insect repellents.",Bath & Shower
Brand New,Bath & Shower
Deve Herbes Pure Radish Seed Oil 300ml (Raphanus sativus) 100% Natural Therapeutic Grade Cold Pressed,Bath & Shower
Greenwood Essential Pure Chaulmoogra Oil (Hydnocarpus wightiana) 100% Natural Therapeutic Grade Cold Pressed 630ml,Bath & Shower
"This ""Crisp, Clean"" invigorating blend will get you going and stimulate your senses. The scent, appearance, texture and application were all held to a very high standard. A blend that does not separate oil from sugar, is fluffy and light yet sticks to the skin when applied for the best results--super smooth, soft to the touch skin. Our unique formula and artisanal blends of therapeutic grade essential oils have made Ojai Sugar a very popular body x-foliant beyond our little hamlet in Ojai, CA.",Bath & Shower
"Disposable shower caps are ideally suited for shower. These shower caps could be worn quite comfortably. Our experts have created these shower caps using the best quality of material. It is used to hotel, beauty salon, hairdressing, hygienic application and daily use etc.",Bath & Shower
"Great antibacterial, antifungal, antiseptic, boosts immunity, excellent anti-hemorrhagic agent, boosts metabolism. Geranium (pelargonium graveolens) essential oil contains some interesting and well-studied phytochemicals (plant based, natural chemicals). depending on the species, citronellal tends to be the phytochemical in largest quantity, making up around 30% of a drop of geranium essential oil. Other phytochemicals of note include trans-geraniol, 10-epi-gamma-eudesmol, alpha-pinene, isomenthone, limonene, and lina.",Bath & Shower
"Mor is recognized globally for its range of innovative, luxurious pampering body care and lifestyle products. Little luxuries petite treasures of your favorite fragranced soap. Marshmellow the mor marshmellow fragrance is collectively orchestrated with vanilla musk and jasmine flower that gloriously rapture in this pretty feminine fragrance of sugar dipped rose petals with white carnation and cotton candy",Bath & Shower
Greenwood Essential Pure Amla Oil (Emblica officinalis) 100% Natural Therapeutic Grade 1250ml,Bath & Shower
"Whitening Herbal Papaya Soap which contains of Vitamin E and Black Seeds which are considered to be an ideal cleanser for the skin and also soothes dry and rough skin. Silka Papaya proves to best result oriented if use regularly. Enriched with anti-oxidants, nutrients & essential moisturizers, it provides protection to your skin against free radicals and lightens the dark spots and wrinkles on your face and provides healthy-looking, radiant and pinkish complexion. Silka PAPAYA Whitening Soap helps to provide you a natural, safe and result-oriented ways to soothe and whiten your skin. The soap has special formula containing Papaya Enzyme, black seeds and Vitamin E helps eradicate dead skin cells and provides clearer, healthier younger-looking skin. Vitamin E is also helpful in improving smoothness, softness and resiliency of your skin. The soap has sweet fruity smell helps you to provide freshness throughout the day.",Bath & Shower
"YOKO Spa Milk Salt - Whitening - - Smooth & Body Skin - - Enriched Vitamin E - (330 g) Yoko Spa Milk Salt is a skin whitening, enriched Vitamin E, Pure milk and natural salt benefits. it provides nourishment ot your skin with pure Milk Derma White. It removes dirt deposit and dead skin cells from your body, giving you a new and radiant skin. How to use : Pour Spa Milk Salt on your hand. Rub gently in circular motion on wet skin. Leave it on your skin for 3 minutes and then rinse off with clean water. After use, you can feel your skin's softness and smoothness. Ingredients: Sodium sesquicarbonate, Sodium Chloride(Nacl), Glycerine, Olive Oil, Milk, Vitamin E, Fragrance, Colour",Bath & Shower
"This essential oil is obtained from the peels of orange by cold compression. Although most of you know the common name of oranges, perhaps you don’t know the botanical name, Citrus Sinensis. The very smell of orange essential oil reminds you of happy moments and brings pleasant thoughts to mind. That is why this oil is so frequently used in aromatherapy. It creates a happy, relaxed feeling and works as a mood lifter, perfect for people who suffer from depression or chronic anxiety.",Bath & Shower
Greenwood Essential Pure Ylang Ylang Essential Oil (Cananga odorata) with Glass Dropper 100% Natural Therapeutic Grade Steam Distilled 50ml,Bath & Shower
"Watermelon seed oil is a highly nutritious oil obtained from Watermelon seeds. This seed oil has been extracted using traditional methods in West Africa where it is still used as a cosmetic ingredient. Watermelon seed oil is light and a nice skin moisturizer. As a result, it is used in many skin care products. It is not clear whether it is suitable for edible use, however one can make many uses of this oil in home made beauty products.",Bath & Shower
EACH COMBO PACK CONTIANS - 1 NIVEA FRANGIPANI $OIL SHOWER GEL 250ML + 1 NIVEA PEARL & BEAUTY DEODORANT 150ML + 1 NIVEA SMOOTH MILK BODY LOTION 200ML,Bath & Shower
"The source of croton oil is a flowering plant in the genus Euphorbiaceae. The plant is commonly referred to as croton, or rushfoil. Its name actually means “tick” . The oil was generally extracted using cold pressed method",Bath & Shower
"The beautiful gift from the desert, camel milk soap is now made available in India for the first time by ""Aadvik"". Experience the richness & softness of camel milk which gives your skin a moisturizing effect & a healthy glow. This soap will protect and soothe your skin while leaving it clear and fresh. Retain and enhance your beauty, the way nature intended to be !! Super rich and creamy skin loving camel milk soap with lavender and jojoba. Camel milk, an ancient beauty treatment of Royalty combined with stress-buster lavender oil not only banishes stress but jojoba calms and soothes the skin making it soft and radiant. A wonderful skin toner and a great moisturizer for all skin types. Camel milk provides the glow and softness to your skin, while Lavender Oil extracts helps to reduce anxiety and emotional stress. It also helps to slow down aging with its powerful antioxidants. Lavender oil is an effective skin relaxant and the floral scent helps you to unwind and calm your soul & senses. The hydrating effect of jojoba oil will leave your skin moisturized making it baby soft. Camel milk rich in alpha hydroxic acid known to replenish skin and act as a natural toner combined with Lemongrass, warm and citrusy essential oil prized for its anti-bacterial properties. A real winning combination for any skin type . A sweet scented camel milk soap with pure peppermint oil to energies and soothe the skin combined with rosemary to refresh and enliven your senses, along with camel milk which has been used for centuries as beauty treatment. This soap will protect and soothe your skin while leaving it clear and fresh. Retain and enhance your beauty, the way nature intended to to be !! This refreshing peppy camel milk soap will energize you for the hard day ahead. Peppermint is known for its antimicrobial nature as well as its toning properties. Stimulating and stress reducing, this soap is a good choice for oily skin.",Bath & Shower
"Nayab Soaps are natural, handcrafted, paraben and sulphate free soaps. Camel Milk is a natural source of Alpha-Hydroxy acids - known to plump the skin and smooth fine lines with its anti-aging and antioxidant properties. It assists in reducing signs of ageing such as over pigmentation and age spots. Mint works as an anticeptic skin cleanser. Mint soap also acts as refreashing skin tonic.",Bath & Shower
"AROMA MINERAL BATH SALT WITH JASMINE ESSENTIAL OIL FOR BATH/FOOT SOAK AND EXFOLIATION HOW TO USE The water you use in an Epsom salt bath with essential oils should be warm, not hot. Warm or tepid water is best for your skin because it doesn't strip away as much protective oil, and it helps to dissolve the Epsom salt (Approx.100 gm in 15-20 l).Before you taking bath, make sure that all of the salt has dissolved so that it can be more easily absorbed into your skin. Any salt that hasn't dissolved in the water may dry on your skin as an opaque white powder. If you see this residue on your skin after the bath, don't worry the excess salt should be harmless and is easily rinsed off.Be sure to stir the bath salts into the water and circulate them well, so the fragrances of essential oil are released into the steam.It's generally recommended to soak in an Epsom salt bath for about 15 minutes up to three times per week.BATH SOAK They are water-soluble, pulverized minerals that are added to water to be used for bathing. They are said to improve cleansing, enhance the enjoyment of bathing.With bath salts you get an experience like bathing in the natural hot springs.Pour one to two handfuls of bath salts into your bath water and you're ready to relax.FOOT SOAK Fill a small bucket Or personal Pedicure system with warm water. Consider filling it with boiling water and then allowing it to cool until you can comfortably place feet in water. Add one to two cups of Epsom salt to the water and swish with your feet. Rub your feet along the salt grains to break it down and get it into sore painful areas. Sit with feet in the salt bath until water cools. If you want to continue your soak, consider adding a few cups of hot water and mix well. EXFOLIATION If you would like to use bath salts for exfoliation, simply take a small handful of fine-grain bath salts and add a tiny bit of water. Work the mixture into a paste and smooth it over your skin.",Bath & Shower
"An ISO 9001-2015,GMP & HACCP CERTIFIED CO. This Products is very Natural, Herbal & Ayurvedic comes from the ware house of Khadi Rishikesh. Khadi is a brand that makes the Natural, Ayurvedic and Herbal ingredients based products that makes the Skin and Hair healthy and glowing. Khadi Rishikesh "" Handcrafted Lavendor Body Soap"" reverse and celebrates harmony between manand nature, each ingredient is chosen to enhance cleansing ability. Yet protect and care for your skin, But what really sets them apart is the amazing array of gragrances that imbuethem with a divine quality.",Bath & Shower
Color:Aqua | Size:Bottle Glass The Artland Spa 36 Ounce Aqua Bottle is a beautiful reusable glass version of a plastic bottle. There is an elegant ribbed design throughout the product that allows the consumer to have a stronger and more secure grip on the bottle while using the product. Included with the bottle is a metal bottle cap that fits tight to keep contents in the bottle in case of accidental spillage,Bath & Shower
"Exfoliating of dead skin cells to reveal a roseate , youthful skin;Massage and application of cream to better penetrate the skin and keep it nourished and hydrated. Removing hard cells under foot or elbow;Battery Replacement Important: If the unit is to be disposed for long time, make sure to take out the batteries",Bath & Shower
Mowlee Soap Industries Presents Natural Herbal Soap for Face and Skin.It gives Natural Glow for your Body.,Bath & Shower
Venus De Milo Beauty Soap 5 oz,Bath & Shower
R V Essential Pure Spearmint Essential Oil 50ml- Mentha Spicata (100% Pure and Natural Steam Distilled),Bath & Shower
we are incredibly pleased to announce our new brand xplus accessories.This is new xplus loofah. xplus loofah helps you to maintain your healthy and glowing skin. Pair xplus loofah with your favorite body wash & Have a refreshing bath experience. We gives you the best quality products.xplus loofah has so many colour options which will make your life more colourful.,Bath & Shower
R V Essential Pure Avocado Carrier Oil- Persea Americana (100% Pure and Natural Cold Pressed),Bath & Shower
"The oil of wintergreen is a world-famous name, and it is extremely popular with the people suffering from rheumatism, arthritis, gout, and pain in their bones and joints from any number of reasons.The essential oil of this plant is extracted by steam distillation of its leaves. The botanical name of this shrub is Gaultheria procumbens. Because wintergreen oil naturally has a sweet and fresh scent and smell, very similar to that of peppermint oil, it has a wide variety of uses in foods, teas, aromatherapy, household and beauty products. How is Essential Oil Distilled? Essential oil is produced using an extraction method known as steam distillation. In this method, the steam is used to rupture the membranes of the source to release the oils. The steam with the oil compounds is then collected in a condenser where the oil is separated from the water vapour to form pure essential oil. Benefits:- Wintergreen oil has been used as an active ingredient in many topical pain relievers for decades to help ease muscle joint and bone pain. Wintergreen essential oil will eradicate pain and drive out stress and tension. You can use wintergreen oil as an flavouring agent in you food. Wintergreen oil is able to fight inflammation from blemishes and skin disorders. It?s also helpful in treating acne and nourishing itchy, red, swollen skin. Wintergreen not only helps naturally freshen your breath, it can also protect gums and teeth from infection and pain.",Bath & Shower
"A Non- Alcoholic Attar Concentrated Perfume Oil from The House Of EXOTIX FRAGRANCE and its suitable for Both Men & Women, This Heavy & in clear color Fine Grained and it retain its fragrance for a long time, A Premium and Long Lasting Attar,suitable for all ages and from all purposes. The perfect Combo of Perfume and packing in our Product . Like Music, It has an accord of deep base notes, middle notes which are its heart and top note accents which capture us and drawn us in.",Bath & Shower
"Cinnamon oil is extracted by the process of Steam Distillation from Leaves & Barks of plant. This oil has spicy and earthy aroma and has great value in aromatherapy. It fights exhaustion and weakness. The oil is used in Aromatherapy and Natural Perfumery. Cinnamon Essential Oil is highly respected as having antiseptic properties.Cinnamon oil blends well with other oils such as Frankincense oil, Lavender oil, Cedarwood oil, Orange oil, Lemon oil and Neroli oil. The common names of Cinnamon oil are Cinnamomum cassia, cassia, cinnamon bark and cinnamon. We use Amber Color Glass Bottle with Euro Dropper white for storage.",Bath & Shower
"Walnut nut Extracted from the fruit of walnut nut, this oil is extensively praised among the users owing to its rich content of alpha-linolenic acid, polyunsaturated fatty acids, linoleic acid and oleic acid. It is considered as the most beneficial oil for use over skin due to its moisturizing nature. Use of this oil over the skin helps to fight-off the conditions of wrinkles and aging. Just add few drops of this oil in your regular moisturizing cream and see the benefits. Besides, this oil also works the best when it comes to prevent hair loss and dandruff.",Bath & Shower
Size:32oz - 1 Bottle,Bath & Shower
What is a Loofah : An object with a rough surface that is used to rub the body when washing. Similar to a sponge is an object used to clean ones self. For this reason many people incorporating loofah into their beauty regimen prefer to use it as a dry exfoliating brush before bathing or to grind it and use it in exfoliating scrubs. This A loofah can help to create a lathering sensation for a different shower experience Loofah is a quick and easy way to ensure you're giving yourself a thorough clean. Eco-friendly materials create Lathers and enjoy your shower time. Our loofah not only presented in beautiful color as well as designed but also creates great lather to clean your body softly and well. Dermatologist Recommended? Exfoliate Cleanse Soothe Skin with Care Body Wash soap/shower gel when lathering. By This Sponge You Feel the pleasure of bath with this fascinating fluffy sponge. Scrub and wash your body with massage effects,Bath & Shower
"make snow angels in the shower. snow angel shampoo, shower gel & bubble bath gently cleanses and conditions, leaving skin and hair feeling ultra soft. the sweetly fallen snow scent and pearlized shimmer capture the joy of a fresh snowfall to bring you holiday cheer",Bath & Shower
"L’bert activated charcoal soap is handmade & deep cleansing bathing soap that removes dirt and debris from your pores leaving you squeaky clean. Contains sugar, glycerine, and menthol that provide a gentle exfoliating experience, resulting in firmer, less dimpled skin. Activated charcoal absorbs dirt, deep cleanses skin, removes blackheads, anti txin, anti ageing, anti pollution, absorbs dirt, pollution and excess oil to leave skin soft and smooth. It also helps control oily face problems by removing excess oil without leaving your skin dry. Use in the morning to control body odour throughout the day, in armpits, under thighs and all over your body. All natural and organic, the l’bert ocean blue soap is an amazing blend of natural ingredients which feel light and incredible on your skin. Your skin will feel refreshed post a remarkable cleansing session. L’bert ocean blue soap cleanses, soothes & moisturizes all skin types!!! L’bert ocean blue menthol based, exfoliating bathing soap that refreshes and moisturizes your skin. Contains sugar & green tea that help exfoliate dead skin cells while the menthol works to soothe itchiness, redness and sunburn. Made of 100% natural ingredients to pamper and protect the skin on your face and body. This gentle soap is full of goodness to help cleanse the skin of dirt while deeply moisturizing it from within leaving it dewy and soft. L’bert ocean blue soap is a luxury soap suited for the whole family and is also great for travel. Get hydrating, nourishing and protective benefits while cleansing only with l’bert ocean blue soap.",Bath & Shower
"Great smell for a fresh feeling, and it gives a great wash to your body. Its travel size makes more convenient for Gym and one time use. It is great for Hotels and nursing Homes. It is used for beautiful looking skin",Bath & Shower
A stimulating blend of antioxidant rich Pomegranate and purifying Geranium. Helps to combat damaging free radicals and enliven the skin.,Bath & Shower
Size: 30*26.5*0.3CM. Brand New ;Ultra-soft. Package Inclded: 1 * Baby Shower Shield Hat. Color:color random.,Bath & Shower
"Use this body cleanser to have all the good properties of turmeric, sandalwood and other herbals and have a glowing skin.Excellent healthy products for the protection of body,skin and hair.The beauty products are not only to look good but a strong medium to protect skin, making the body healthy, pure and clean",Bath & Shower
deo by sunny leony,Bath & Shower
"Khadi Pure Gramodyog Herbal Sandalwood & Honey Body Wash nourish & protect the skin, without causing any dryness & tightness leaving your body clean & free of dirt & grime. Ingredients: Honey and Sandal Aroma. Applicare: Apply to wet skin all over the body. Rub into a lather & rinse. Use daily if desired. Contents: 210ml Bottle.",Bath & Shower
Size: 4 bars,Bath & Shower
"Our Company NAAYA is a renowned essential oil brand of India. Our company is serving people all around the globe in the sphere of aromatherapy, massage, spa, and essential oils. All the products of NAAYA are ISO 1991 and GMP certified which makes its customers use their essential oils with full confidence and trust.",Bath & Shower
":: Instruction :: ✪ This innovatively designed shower cap prevents soap and water from entering your babies eyes, while you shampoo her hair. Apart from being a useful baby bathing accessory, it also excites the baby like a toy. Adds fun to your baby bathing. Its so lightweight that your baby won't even feel she is wearing it. The material is soft and flexible. There is no hard or sharp edges. The size is adjustable through buttons. Its fit for age group 1-3 Years. It's washable and reusable. Also makes a very nice and unique gift to someone who has a baby. Thanks For Visit ""Nijsales"" Brand Product.",Bath & Shower
"Pears Oil-clear Bar Soap, with Lemon Flower Extract, Dermatologist Tested, 3.5 Ounces (Pack of 12)",Bath & Shower
"Our luxurious 24 carat gold body scrub effectively cleanses your skin, taking care of its enchanting softness. The valuable scrubbing particles ensure pleasant peeling effect, while the exquisite ingredients – 24 carat colloidal gold and pomegranate extract – bring out the beauty of your skin even more. Feel the bouquet of delicate scents adorning your skin and filling your day with the true feeling of luxury",Bath & Shower
"Quadruple French milled hand crafted soap bar paired with a decorative dish 6.6-Ounce bar; plate measures 4.75 x 4.75 x 2-inches A sparkly and vibrant scent with juicy citrus notes fused with an herbal green bouquet Proudly made in the USA Look to Mudlark for paper products, handcrafted soaps and candles that are both beautiful and environmentally smart",Bath & Shower
"The Hand and Shower Cleansing Gel by Camille Beckman has added provitamin B5 and a soothing blend of botanical extracts, made to cleanse the skin without drying. This liquid soap is rich and thick with aloe vera and is soothing and moisturizing. Cruelty-free product, no animal testing. Made in the USA. Camille Beckman has been handcrafting the world's finest creams and lotions since 1986. Since the beginning, Camille Beckman has remained committed to small business values and is proud to be a thriving woman owned and family operated business located in the small town of Eagle, Idaho. Based on rich and wholesome ingredients, their formulas are handcrafted in small batches using old-fashioned methods that create a difference you can feel. To provide income for stay-at-home mothers, the tiny rosebuds, which top many products, are hand-tied in the local Idaho community. From creating American jobs to donating to philanthropic projects across the US and the world, Camille Beckman strives to be an active, positive part of the community that supports it",Bath & Shower
Greenwood Essential Pure Walnut Oil (Juglans regia) with Glass Dropper 100% Natural Therapeutic Grade Cold Pressed 100ml,Bath & Shower
